cell,group in,group out,nuclide,mean,std. dev.
3,46,171,total,0.0,0.0
3,46,172,total,0.0,0.0
3,46,172,total,0.0,0.0
3,47,1,total,0.0,0.0
3,47,2,total,0.0,0.0
3,47,3,total,0.0,0.0
3,47,4,total,0.0,0.0
3,47,5,total,0.0,0.0
3,47,6,total,0.0,0.0
3,47,7,total,0.0,0.0
3,47,8,total,0.0,0.0
3,47,9,total,0.0,0.0
3,47,10,total,0.0,0.0
3,47,11,total,0.0,0.0
3,47,12,total,0.0,0.0
3,47,13,total,0.0,0.0
3,47,14,total,0.0,0.0
3,47,15,total,0.0,0.0
3,47,16,total,0.0,0.0
3,47,17,total,0.0,0.0
3,47,18,total,0.0,0.0
3,47,19,total,0.0,0.0
3,47,20,total,0.0,0.0
3,47,21,total,0.0,0.0
3,47,22,total,0.0,0.0
3,47,23,total,0.0,0.0
3,47,24,total,0.0,0.0
3,47,25,total,0.0,0.0
3,47,26,total,0.0,0.0
3,47,27,total,0.0,0.0
3,47,28,total,0.0,0.0
3,47,29,total,0.0,0.0
3,47,30,total,0.0,0.0
3,47,31,total,0.0,0.0
3,47,32,total,0.0,0.0
3,47,33,total,0.0,0.0
3,47,34,total,0.0,0.0
3,47,35,total,0.0,0.0
3,47,36,total,0.0,0.0
3,47,37,total,0.0,0.0
3,47,38,total,0.0,0.0
3,47,39,total,0.0,0.0
3,47,40,total,0.0,0.0
3,47,41,total,4.6938835851673584e-05,4.694285048938479e-05
3,47,42,total,0.0022530641208803326,0.0003320243719362047
3,47,43,total,0.003144902002062131,0.0004131156810800526
3,47,44,total,0.024126561627760217,0.0011923733840818794
3,47,45,total,0.0412122978777694,0.0015494920413606339
3,47,46,total,0.060504159412807255,0.0018313077877075102
3,47,47,total,0.09598039614237262,0.0034892498155382973
3,47,48,total,0.021873497506879887,0.0011161731519737988
3,47,49,total,0.03651841429260205,0.0014172464774586287
3,47,50,total,0.0023938806284353542,0.00030956944644304745
3,47,51,total,0.011077565260994965,0.0006704029375967363
3,47,52,total,0.00046938835851673583,0.00013032958290926143
3,47,53,total,0.0015020427472535547,0.0002540920898119487
3,47,54,total,0.00018775534340669434,9.022817329613239e-05
3,47,55,total,0.0003755106868133887,0.0001378622680687365
3,47,56,total,0.00023469417925836791,0.00012006380010895907
3,47,57,total,4.6938835851673584e-05,4.694285048938479e-05
3,47,58,total,9.387767170334717e-05,6.553646943103101e-05
3,47,59,total,4.6938835851673584e-05,4.694285048938479e-05
3,47,60,total,9.387767170334717e-05,6.553646943103101e-05
3,47,61,total,0.0,0.0
3,47,62,total,0.0,0.0
3,47,63,total,0.0,0.0
3,47,64,total,0.0,0.0
3,47,65,total,0.0,0.0
3,47,66,total,0.0,0.0
3,47,67,total,4.6938835851673584e-05,4.694285048938479e-05
3,47,68,total,0.0,0.0
3,47,69,total,0.0,0.0
3,47,70,total,0.0,0.0
3,47,71,total,0.0,0.0
3,47,72,total,0.0,0.0
3,47,73,total,0.0,0.0
3,47,74,total,0.0,0.0
3,47,75,total,0.0,0.0
3,47,76,total,0.0,0.0
3,47,77,total,0.0,0.0
3,47,78,total,0.0,0.0
3,47,79,total,0.0,0.0
3,47,80,total,0.0,0.0
3,47,81,total,0.0,0.0
3,47,82,total,0.0,0.0
3,47,83,total,0.0,0.0
3,47,84,total,0.0,0.0
3,47,85,total,0.0,0.0
3,47,86,total,0.0,0.0
3,47,87,total,0.0,0.0
3,47,88,total,0.0,0.0
3,47,89,total,0.0,0.0
3,47,90,total,0.0,0.0
3,47,91,total,0.0,0.0
3,47,92,total,0.0,0.0
3,47,93,total,0.0,0.0
3,47,94,total,0.0,0.0
3,47,95,total,0.0,0.0
3,47,96,total,0.0,0.0
3,47,97,total,0.0,0.0
3,47,98,total,0.0,0.0
3,47,99,total,0.0,0.0
3,47,100,total,0.0,0.0
3,47,101,total,0.0,0.0
3,47,102,total,0.0,0.0
3,47,103,total,0.0,0.0
3,47,104,total,0.0,0.0
3,47,105,total,0.0,0.0
3,47,106,total,0.0,0.0
3,47,107,total,0.0,0.0
3,47,108,total,0.0,0.0
3,47,109,total,0.0,0.0
3,47,110,total,0.0,0.0
3,47,111,total,0.0,0.0
3,47,112,total,0.0,0.0
3,47,113,total,0.0,0.0
3,47,114,total,0.0,0.0
3,47,115,total,0.0,0.0
3,47,116,total,0.0,0.0
3,47,117,total,0.0,0.0
3,47,118,total,0.0,0.0
3,47,119,total,0.0,0.0
3,47,120,total,0.0,0.0
3,47,122,total,0.0,0.0
3,47,122,total,0.0,0.0
3,47,123,total,0.0,0.0
3,47,125,total,0.0,0.0
3,47,125,total,0.0,0.0
3,47,126,total,0.0,0.0
3,47,127,total,0.0,0.0
3,47,128,total,0.0,0.0
3,47,129,total,0.0,0.0
3,47,131,total,0.0,0.0
3,47,131,total,0.0,0.0
3,47,133,total,0.0,0.0
3,47,133,total,0.0,0.0
3,47,134,total,0.0,0.0
3,47,135,total,0.0,0.0
3,47,136,total,0.0,0.0
3,47,137,total,0.0,0.0
3,47,138,total,0.0,0.0
3,47,139,total,0.0,0.0
3,47,141,total,0.0,0.0
3,47,141,total,0.0,0.0
3,47,142,total,0.0,0.0
3,47,144,total,0.0,0.0
3,47,144,total,0.0,0.0
3,47,145,total,0.0,0.0
3,47,146,total,0.0,0.0
3,47,147,total,0.0,0.0
3,47,148,total,0.0,0.0
3,47,150,total,0.0,0.0
3,47,150,total,0.0,0.0
3,47,151,total,0.0,0.0
3,47,153,total,0.0,0.0
3,47,153,total,0.0,0.0
3,47,154,total,0.0,0.0
3,47,156,total,0.0,0.0
3,47,156,total,0.0,0.0
3,47,158,total,0.0,0.0
3,47,159,total,0.0,0.0
3,47,160,total,0.0,0.0
3,47,161,total,0.0,0.0
3,47,162,total,0.0,0.0
3,47,163,total,0.0,0.0
3,47,164,total,0.0,0.0
3,47,165,total,0.0,0.0
3,47,166,total,0.0,0.0
3,47,167,total,0.0,0.0
3,47,168,total,0.0,0.0
3,47,169,total,0.0,0.0
3,47,170,total,0.0,0.0
3,47,171,total,0.0,0.0
3,47,172,total,0.0,0.0
3,47,172,total,0.0,0.0
3,48,1,total,0.0,0.0
3,48,2,total,0.0,0.0
3,48,3,total,0.0,0.0
3,48,4,total,0.0,0.0
3,48,5,total,0.0,0.0
3,48,6,total,0.0,0.0
3,48,7,total,0.0,0.0
3,48,8,total,0.0,0.0
3,48,9,total,0.0,0.0
3,48,10,total,0.0,0.0
3,48,11,total,0.0,0.0
3,48,12,total,0.0,0.0
3,48,13,total,0.0,0.0
3,48,14,total,0.0,0.0
3,48,15,total,0.0,0.0
3,48,16,total,0.0,0.0
3,48,17,total,0.0,0.0
3,48,18,total,0.0,0.0
3,48,19,total,0.0,0.0
3,48,20,total,0.0,0.0
3,48,21,total,0.0,0.0
3,48,22,total,0.0,0.0
3,48,23,total,0.0,0.0
3,48,24,total,0.0,0.0
3,48,25,total,0.0,0.0
3,48,26,total,0.0,0.0
3,48,27,total,0.0,0.0
3,48,28,total,0.0,0.0
3,48,29,total,0.0,0.0
3,48,30,total,0.0,0.0
3,48,31,total,0.0,0.0
3,48,32,total,0.0,0.0
3,48,33,total,0.0,0.0
3,48,34,total,0.0,0.0
3,48,35,total,0.0,0.0
3,48,36,total,0.0,0.0
3,48,37,total,0.0,0.0
3,48,38,total,0.0,0.0
3,48,39,total,0.0,0.0
3,48,40,total,0.0,0.0
3,48,41,total,0.0,0.0
3,48,42,total,0.0014785895702807625,0.0005155742892021839
3,48,43,total,0.0016898166517494428,0.0005430388363503093
3,48,44,total,0.013307306132526862,0.001718207858248491
3,48,45,total,0.024079887287429564,0.0023827611646156026
3,48,46,total,0.039077010071705866,0.0028298467762300976
3,48,47,total,0.08977150962418912,0.0044154416100130435
3,48,48,total,0.027303217095096234,0.005382543577089843
3,48,49,total,0.06717021190704035,0.0042980817138785436
3,48,50,total,0.004858222873779647,0.0010065544201879658
3,48,51,total,0.020277799820993318,0.0022020144729358046
3,48,52,total,0.0021122708146868036,0.0009463065249269042
3,48,53,total,0.004858222873779647,0.0012127492840174425
3,48,54,total,0.0008449083258747214,0.0004065028898583034
3,48,55,total,0.0008449083258747214,0.0004065028898583034
3,48,56,total,0.00021122708146868036,0.00021130183233425485
3,48,57,total,0.0004224541629373607,0.00029507973901011353
3,48,58,total,0.0,0.0
3,48,59,total,0.0,0.0
3,48,60,total,0.00021122708146868036,0.00021130183233425485
3,48,61,total,0.0,0.0
3,48,62,total,0.0,0.0
3,48,63,total,0.0,0.0
3,48,64,total,0.0,0.0
3,48,65,total,0.0,0.0
3,48,66,total,0.0,0.0
3,48,67,total,0.0,0.0
3,48,68,total,0.0,0.0
3,48,69,total,0.0,0.0
3,48,70,total,0.0,0.0
3,48,71,total,0.0,0.0
3,48,72,total,0.0,0.0
3,48,73,total,0.0,0.0
3,48,74,total,0.0,0.0
3,48,75,total,0.0,0.0
3,48,76,total,0.0,0.0
3,48,77,total,0.0,0.0
3,48,78,total,0.0,0.0
3,48,79,total,0.0,0.0
3,48,80,total,0.0,0.0
3,48,81,total,0.0,0.0
3,48,82,total,0.0,0.0
3,48,83,total,0.0,0.0
3,48,84,total,0.0,0.0
3,48,85,total,0.0,0.0
3,48,86,total,0.0,0.0
3,48,87,total,0.0,0.0
3,48,88,total,0.0,0.0
3,48,89,total,0.0,0.0
3,48,90,total,0.0,0.0
3,48,91,total,0.0,0.0
3,48,92,total,0.0,0.0
3,48,93,total,0.0,0.0
3,48,94,total,0.0,0.0
3,48,95,total,0.0,0.0
3,48,96,total,0.0,0.0
3,48,97,total,0.0,0.0
3,48,98,total,0.0,0.0
3,48,99,total,0.0,0.0
3,48,100,total,0.0,0.0
3,48,101,total,0.0,0.0
3,48,102,total,0.0,0.0
3,48,103,total,0.0,0.0
3,48,104,total,0.0,0.0
3,48,105,total,0.0,0.0
3,48,106,total,0.0,0.0
3,48,107,total,0.0,0.0
3,48,108,total,0.0,0.0
3,48,109,total,0.0,0.0
3,48,110,total,0.0,0.0
3,48,111,total,0.0,0.0
3,48,112,total,0.0,0.0
3,48,113,total,0.0,0.0
3,48,114,total,0.0,0.0
3,48,115,total,0.0,0.0
3,48,116,total,0.0,0.0
3,48,117,total,0.0,0.0
3,48,118,total,0.0,0.0
3,48,119,total,0.0,0.0
3,48,120,total,0.0,0.0
3,48,122,total,0.0,0.0
3,48,122,total,0.0,0.0
3,48,123,total,0.0,0.0
3,48,125,total,0.0,0.0
3,48,125,total,0.0,0.0
3,48,126,total,0.0,0.0
3,48,127,total,0.0,0.0
3,48,128,total,0.0,0.0
3,48,129,total,0.0,0.0
3,48,131,total,0.0,0.0
3,48,131,total,0.0,0.0
3,48,133,total,0.0,0.0
3,48,133,total,0.0,0.0
3,48,134,total,0.0,0.0
3,48,135,total,0.0,0.0
3,48,136,total,0.0,0.0
3,48,137,total,0.0,0.0
3,48,138,total,0.0,0.0
3,48,139,total,0.0,0.0
3,48,141,total,0.0,0.0
3,48,141,total,0.0,0.0
3,48,142,total,0.0,0.0
3,48,144,total,0.0,0.0
3,48,144,total,0.0,0.0
3,48,145,total,0.0,0.0
3,48,146,total,0.0,0.0
3,48,147,total,0.0,0.0
3,48,148,total,0.0,0.0
3,48,150,total,0.0,0.0
3,48,150,total,0.0,0.0
3,48,151,total,0.0,0.0
3,48,153,total,0.0,0.0
3,48,153,total,0.0,0.0
3,48,154,total,0.0,0.0
3,48,156,total,0.0,0.0
3,48,156,total,0.0,0.0
3,48,158,total,0.0,0.0
3,48,159,total,0.0,0.0
3,48,160,total,0.0,0.0
3,48,161,total,0.0,0.0
3,48,162,total,0.0,0.0
3,48,163,total,0.0,0.0
3,48,164,total,0.0,0.0
3,48,165,total,0.0,0.0
3,48,166,total,0.0,0.0
3,48,167,total,0.0,0.0
3,48,168,total,0.0,0.0
3,48,169,total,0.0,0.0
3,48,170,total,0.0,0.0
3,48,171,total,0.0,0.0
3,48,172,total,0.0,0.0
3,48,172,total,0.0,0.0
3,49,1,total,0.0,0.0
3,49,2,total,0.0,0.0
3,49,3,total,0.0,0.0
3,49,4,total,0.0,0.0
3,49,5,total,0.0,0.0
3,49,6,total,0.0,0.0
3,49,7,total,0.0,0.0
3,49,8,total,0.0,0.0
3,49,9,total,0.0,0.0
3,49,10,total,0.0,0.0
3,49,11,total,0.0,0.0
3,49,12,total,0.0,0.0
3,49,13,total,0.0,0.0
3,49,14,total,0.0,0.0
3,49,15,total,0.0,0.0
3,49,16,total,0.0,0.0
3,49,17,total,0.0,0.0
3,49,18,total,0.0,0.0
3,49,19,total,0.0,0.0
3,49,20,total,0.0,0.0
3,49,21,total,0.0,0.0
3,49,22,total,0.0,0.0
3,49,23,total,0.0,0.0
3,49,24,total,0.0,0.0
3,49,25,total,0.0,0.0
3,49,26,total,0.0,0.0
3,49,27,total,0.0,0.0
3,49,28,total,0.0,0.0
3,49,29,total,0.0,0.0
3,49,30,total,0.0,0.0
3,49,31,total,0.0,0.0
3,49,32,total,0.0,0.0
3,49,33,total,0.0,0.0
3,49,34,total,0.0,0.0
3,49,35,total,0.0,0.0
3,49,36,total,0.0,0.0
3,49,37,total,0.0,0.0
3,49,38,total,0.0,0.0
3,49,39,total,0.0,0.0
3,49,40,total,0.0,0.0
3,49,41,total,0.0,0.0
3,49,42,total,0.0003602480152928371,0.0001731561421038716
3,49,43,total,0.0005403720229392556,0.00024319275970565883
3,49,44,total,0.007835394332619209,0.0008542377781548599
3,49,45,total,0.012968928550542137,0.0011425498738312453
3,49,46,total,0.027649035173725252,0.0015123834303419942
3,49,47,total,0.06682600683682129,0.002459422186905884
3,49,48,total,0.028909903227250185,0.0016453094432557322
3,49,49,total,0.09311672668544024,0.0043718769670243645
3,49,50,total,0.008645952367028096,0.0008554414277549436
3,49,51,total,0.0407980877319138,0.0023878731187893703
3,49,52,total,0.0045931621949836755,0.0006361288046661746
3,49,53,total,0.006484464275271071,0.0007049095596680434
3,49,54,total,0.0007204960305856742,0.0002646078977103902
3,49,55,total,0.00252173610704986,0.0004523932747995701
3,49,56,total,0.0014409920611713485,0.0004044766428078147
3,49,57,total,0.0002701860114696278,0.00015200270623816424
3,49,58,total,0.00045031001911604635,0.00019091774676859588
3,49,59,total,0.00018012400764641856,0.00012575732780830749
3,49,60,total,0.0007204960305856742,0.0002646078977103902
3,49,61,total,0.00018012400764641856,0.00012575732780830749
3,49,62,total,9.006200382320928e-05,9.007384708991593e-05
3,49,63,total,0.0,0.0
3,49,64,total,0.0,0.0
3,49,65,total,0.0,0.0
3,49,66,total,0.0,0.0
3,49,67,total,0.0,0.0
3,49,68,total,0.0,0.0
3,49,69,total,0.0,0.0
3,49,70,total,0.0,0.0
3,49,71,total,0.0,0.0
3,49,72,total,0.0,0.0
3,49,73,total,0.0,0.0
3,49,74,total,0.0,0.0
3,49,75,total,0.0,0.0
3,49,76,total,0.0,0.0
3,49,77,total,0.0,0.0
3,49,78,total,0.0,0.0
3,49,79,total,0.0,0.0
3,49,80,total,0.0,0.0
3,49,81,total,0.0,0.0
3,49,82,total,0.0,0.0
3,49,83,total,0.0,0.0
3,49,84,total,0.0,0.0
3,49,85,total,0.0,0.0
3,49,86,total,0.0,0.0
3,49,87,total,0.0,0.0
3,49,88,total,0.0,0.0
3,49,89,total,0.0,0.0
3,49,90,total,0.0,0.0
3,49,91,total,0.0,0.0
3,49,92,total,0.0,0.0
3,49,93,total,0.0,0.0
3,49,94,total,0.0,0.0
3,49,95,total,0.0,0.0
3,49,96,total,0.0,0.0
3,49,97,total,0.0,0.0
3,49,98,total,0.0,0.0
3,49,99,total,0.0,0.0
3,49,100,total,0.0,0.0
3,49,101,total,0.0,0.0
3,49,102,total,0.0,0.0
3,49,103,total,0.0,0.0
3,49,104,total,0.0,0.0
3,49,105,total,0.0,0.0
3,49,106,total,0.0,0.0
3,49,107,total,0.0,0.0
3,49,108,total,0.0,0.0
3,49,109,total,0.0,0.0
3,49,110,total,0.0,0.0
3,49,111,total,0.0,0.0
3,49,112,total,0.0,0.0
3,49,113,total,0.0,0.0
3,49,114,total,0.0,0.0
3,49,115,total,0.0,0.0
3,49,116,total,0.0,0.0
3,49,117,total,0.0,0.0
3,49,118,total,0.0,0.0
3,49,119,total,0.0,0.0
3,49,120,total,0.0,0.0
3,49,122,total,0.0,0.0
3,49,122,total,0.0,0.0
3,49,123,total,0.0,0.0
3,49,125,total,0.0,0.0
3,49,125,total,0.0,0.0
3,49,126,total,0.0,0.0
3,49,127,total,0.0,0.0
3,49,128,total,0.0,0.0
3,49,129,total,0.0,0.0
3,49,131,total,0.0,0.0
3,49,131,total,0.0,0.0
3,49,133,total,0.0,0.0
3,49,133,total,0.0,0.0
3,49,134,total,0.0,0.0
3,49,135,total,0.0,0.0
3,49,136,total,0.0,0.0
3,49,137,total,0.0,0.0
3,49,138,total,0.0,0.0
3,49,139,total,0.0,0.0
3,49,141,total,0.0,0.0
3,49,141,total,0.0,0.0
3,49,142,total,0.0,0.0
3,49,144,total,0.0,0.0
3,49,144,total,0.0,0.0
3,49,145,total,0.0,0.0
3,49,146,total,0.0,0.0
3,49,147,total,0.0,0.0
3,49,148,total,0.0,0.0
3,49,150,total,0.0,0.0
3,49,150,total,0.0,0.0
3,49,151,total,0.0,0.0
3,49,153,total,0.0,0.0
3,49,153,total,0.0,0.0
3,49,154,total,0.0,0.0
3,49,156,total,0.0,0.0
3,49,156,total,0.0,0.0
3,49,158,total,0.0,0.0
3,49,159,total,0.0,0.0
3,49,160,total,0.0,0.0
3,49,161,total,0.0,0.0
3,49,162,total,0.0,0.0
3,49,163,total,0.0,0.0
3,49,164,total,0.0,0.0
3,49,165,total,0.0,0.0
3,49,166,total,0.0,0.0
3,49,167,total,0.0,0.0
3,49,168,total,0.0,0.0
3,49,169,total,0.0,0.0
3,49,170,total,0.0,0.0
3,49,171,total,0.0,0.0
3,49,172,total,0.0,0.0
3,49,172,total,0.0,0.0
3,50,1,total,0.0,0.0
3,50,2,total,0.0,0.0
3,50,3,total,0.0,0.0
3,50,4,total,0.0,0.0
3,50,5,total,0.0,0.0
3,50,6,total,0.0,0.0
3,50,7,total,0.0,0.0
3,50,8,total,0.0,0.0
3,50,9,total,0.0,0.0
3,50,10,total,0.0,0.0
3,50,11,total,0.0,0.0
3,50,12,total,0.0,0.0
3,50,13,total,0.0,0.0
3,50,14,total,0.0,0.0
3,50,15,total,0.0,0.0
3,50,16,total,0.0,0.0
3,50,17,total,0.0,0.0
3,50,18,total,0.0,0.0
3,50,19,total,0.0,0.0
3,50,20,total,0.0,0.0
3,50,21,total,0.0,0.0
3,50,22,total,0.0,0.0
3,50,23,total,0.0,0.0
3,50,24,total,0.0,0.0
3,50,25,total,0.0,0.0
3,50,26,total,0.0,0.0
3,50,27,total,0.0,0.0
3,50,28,total,0.0,0.0
3,50,29,total,0.0,0.0
3,50,30,total,0.0,0.0
3,50,31,total,0.0,0.0
3,50,32,total,0.0,0.0
3,50,33,total,0.0,0.0
3,50,34,total,0.0,0.0
3,50,35,total,0.0,0.0
3,50,36,total,0.0,0.0
3,50,37,total,0.0,0.0
3,50,38,total,0.0,0.0
3,50,39,total,0.0,0.0
3,50,40,total,0.0,0.0
3,50,41,total,0.0,0.0
3,50,42,total,0.0,0.0
3,50,43,total,0.0010098914448013459,0.0010114133080444277
3,50,44,total,0.0010098914448013459,0.0010114133080444277
3,50,45,total,0.008079131558410767,0.002625161952859324
3,50,46,total,0.017168154561622878,0.00363400994848935
3,50,47,total,0.042415440681656535,0.0067134880720967505
3,50,48,total,0.01514837167202019,0.004095713394436752
3,50,49,total,0.11310784181775074,0.010789437571585736
3,50,50,total,0.0012172377283612467,0.011932416671443846
3,50,51,total,0.06766272680169022,0.008432390592054521
3,50,52,total,0.009089023003212113,0.0027468596508807568
3,50,53,total,0.011108805892814804,0.003871757294248457
3,50,54,total,0.0020197828896026918,0.0014141302918329855
3,50,55,total,0.003029674334404038,0.0017118477758757695
3,50,56,total,0.0010098914448013459,0.0010114133080444277
3,50,57,total,0.0,0.0
3,50,58,total,0.0020197828896026918,0.0014141302918329855
3,50,59,total,0.0020197828896026918,0.0014141302918329855
3,50,60,total,0.0010098914448013459,0.0010114133080444277
3,50,61,total,0.0,0.0
3,50,62,total,0.0,0.0
3,50,63,total,0.0,0.0
3,50,64,total,0.0,0.0
3,50,65,total,0.0,0.0
3,50,66,total,0.0,0.0
3,50,67,total,0.0,0.0
3,50,68,total,0.0,0.0
3,50,69,total,0.0,0.0
3,50,70,total,0.0,0.0
3,50,71,total,0.0,0.0
3,50,72,total,0.0,0.0
3,50,73,total,0.0,0.0
3,50,74,total,0.0,0.0
3,50,75,total,0.0,0.0
3,50,76,total,0.0,0.0
3,50,77,total,0.0,0.0
3,50,78,total,0.0,0.0
3,50,79,total,0.0,0.0
3,50,80,total,0.0,0.0
3,50,81,total,0.0,0.0
3,50,82,total,0.0,0.0
3,50,83,total,0.0,0.0
3,50,84,total,0.0,0.0
3,50,85,total,0.0,0.0
3,50,86,total,0.0,0.0
3,50,87,total,0.0,0.0
3,50,88,total,0.0,0.0
3,50,89,total,0.0,0.0
3,50,90,total,0.0,0.0
3,50,91,total,0.0,0.0
3,50,92,total,0.0,0.0
3,50,93,total,0.0,0.0
3,50,94,total,0.0,0.0
3,50,95,total,0.0,0.0
3,50,96,total,0.0,0.0
3,50,97,total,0.0,0.0
3,50,98,total,0.0,0.0
3,50,99,total,0.0,0.0
3,50,100,total,0.0,0.0
3,50,101,total,0.0,0.0
3,50,102,total,0.0,0.0
3,50,103,total,0.0,0.0
3,50,104,total,0.0,0.0
3,50,105,total,0.0,0.0
3,50,106,total,0.0,0.0
3,50,107,total,0.0,0.0
3,50,108,total,0.0,0.0
3,50,109,total,0.0,0.0
3,50,110,total,0.0,0.0
3,50,111,total,0.0,0.0
3,50,112,total,0.0,0.0
3,50,113,total,0.0,0.0
3,50,114,total,0.0,0.0
3,50,115,total,0.0,0.0
3,50,116,total,0.0,0.0
3,50,117,total,0.0,0.0
3,50,118,total,0.0,0.0
3,50,119,total,0.0,0.0
3,50,120,total,0.0,0.0
3,50,122,total,0.0,0.0
3,50,122,total,0.0,0.0
3,50,123,total,0.0,0.0
3,50,125,total,0.0,0.0
3,50,125,total,0.0,0.0
3,50,126,total,0.0,0.0
3,50,127,total,0.0,0.0
3,50,128,total,0.0,0.0
3,50,129,total,0.0,0.0
3,50,131,total,0.0,0.0
3,50,131,total,0.0,0.0
3,50,133,total,0.0,0.0
3,50,133,total,0.0,0.0
3,50,134,total,0.0,0.0
3,50,135,total,0.0,0.0
3,50,136,total,0.0,0.0
3,50,137,total,0.0,0.0
3,50,138,total,0.0,0.0
3,50,139,total,0.0,0.0
3,50,141,total,0.0,0.0
3,50,141,total,0.0,0.0
3,50,142,total,0.0,0.0
3,50,144,total,0.0,0.0
3,50,144,total,0.0,0.0
3,50,145,total,0.0,0.0
3,50,146,total,0.0,0.0
3,50,147,total,0.0,0.0
3,50,148,total,0.0,0.0
3,50,150,total,0.0,0.0
3,50,150,total,0.0,0.0
3,50,151,total,0.0,0.0
3,50,153,total,0.0,0.0
3,50,153,total,0.0,0.0
3,50,154,total,0.0,0.0
3,50,156,total,0.0,0.0
3,50,156,total,0.0,0.0
3,50,158,total,0.0,0.0
3,50,159,total,0.0,0.0
3,50,160,total,0.0,0.0
3,50,161,total,0.0,0.0
3,50,162,total,0.0,0.0
3,50,163,total,0.0,0.0
3,50,164,total,0.0,0.0
3,50,165,total,0.0,0.0
3,50,166,total,0.0,0.0
3,50,167,total,0.0,0.0
3,50,168,total,0.0,0.0
3,50,169,total,0.0,0.0
3,50,170,total,0.0,0.0
3,50,171,total,0.0,0.0
3,50,172,total,0.0,0.0
3,50,172,total,0.0,0.0
3,51,1,total,0.0,0.0
3,51,2,total,0.0,0.0
3,51,3,total,0.0,0.0
3,51,4,total,0.0,0.0
3,51,5,total,0.0,0.0
3,51,6,total,0.0,0.0
3,51,7,total,0.0,0.0
3,51,8,total,0.0,0.0
3,51,9,total,0.0,0.0
3,51,10,total,0.0,0.0
3,51,11,total,0.0,0.0
3,51,12,total,0.0,0.0
3,51,13,total,0.0,0.0
3,51,14,total,0.0,0.0
3,51,15,total,0.0,0.0
3,51,16,total,0.0,0.0
3,51,17,total,0.0,0.0
3,51,18,total,0.0,0.0
3,51,19,total,0.0,0.0
3,51,20,total,0.0,0.0
3,51,21,total,0.0,0.0
3,51,22,total,0.0,0.0
3,51,23,total,0.0,0.0
3,51,24,total,0.0,0.0
3,51,25,total,0.0,0.0
3,51,26,total,0.0,0.0
3,51,27,total,0.0,0.0
3,51,28,total,0.0,0.0
3,51,29,total,0.0,0.0
3,51,30,total,0.0,0.0
3,51,31,total,0.0,0.0
3,51,32,total,0.0,0.0
3,51,33,total,0.0,0.0
3,51,34,total,0.0,0.0
3,51,35,total,0.0,0.0
3,51,36,total,0.0,0.0
3,51,37,total,0.0,0.0
3,51,38,total,0.0,0.0
3,51,39,total,0.0,0.0
3,51,40,total,0.0,0.0
3,51,41,total,0.0,0.0
3,51,42,total,0.00036274803078753255,0.00025332799829636205
3,51,43,total,0.0,0.0
3,51,44,total,0.0025392362155127277,0.0007161396403751059
3,51,45,total,0.005441220461812988,0.0010704290218851804
3,51,46,total,0.013603051154532477,0.001506339716656466
3,51,47,total,0.0344610629248156,0.0024365685487244743
3,51,48,total,0.018318775554770395,0.00210389931864284
3,51,49,total,0.07889769669628828,0.003724460327966838
3,51,50,total,0.01487266926228884,0.0019726922815363136
3,51,51,total,0.08030104134740755,0.006062266058554165
3,51,52,total,0.012514807062169881,0.0014511020416863494
3,51,53,total,0.02502961412433975,0.002291555217674757
3,51,54,total,0.0025392362155127277,0.0006673649045916104
3,51,55,total,0.0048970984156316896,0.000883745588955145
3,51,56,total,0.005803968492600522,0.0008402161247819224
3,51,57,total,0.0025392362155127277,0.0006147323378874359
3,51,58,total,0.002720610230906494,0.0006746515725272995
3,51,59,total,0.0007254960615750651,0.0003489128280979834
3,51,60,total,0.0019951141693314287,0.0006881893035147339
3,51,61,total,0.00018137401539376627,0.0001814215693880267
3,51,62,total,0.0005441220461812988,0.00030624151685374254
3,51,63,total,0.0010882440923625975,0.00041556619288805733
3,51,64,total,0.00018137401539376627,0.0001814215693880267
3,51,65,total,0.0,0.0
3,51,66,total,0.0,0.0
3,51,67,total,0.0,0.0
3,51,68,total,0.0,0.0
3,51,69,total,0.00018137401539376627,0.0001814215693880267
3,51,70,total,0.0,0.0
3,51,71,total,0.0,0.0
3,51,72,total,0.0,0.0
3,51,73,total,0.0,0.0
3,51,74,total,0.00018137401539376627,0.0001814215693880267
3,51,75,total,0.0,0.0
3,51,76,total,0.0,0.0
3,51,77,total,0.0,0.0
3,51,78,total,0.0,0.0
3,51,79,total,0.0,0.0
3,51,80,total,0.0,0.0
3,51,81,total,0.0,0.0
3,51,82,total,0.0,0.0
3,51,83,total,0.0,0.0
3,51,84,total,0.0,0.0
3,51,85,total,0.0,0.0
3,51,86,total,0.0,0.0
3,51,87,total,0.0,0.0
3,51,88,total,0.0,0.0
3,51,89,total,0.0,0.0
3,51,90,total,0.0,0.0
3,51,91,total,0.0,0.0
3,51,92,total,0.0,0.0
3,51,93,total,0.0,0.0
3,51,94,total,0.0,0.0
3,51,95,total,0.0,0.0
3,51,96,total,0.0,0.0
3,51,97,total,0.0,0.0
3,51,98,total,0.0,0.0
3,51,99,total,0.0,0.0
3,51,100,total,0.0,0.0
3,51,101,total,0.0,0.0
3,51,102,total,0.0,0.0
3,51,103,total,0.0,0.0
3,51,104,total,0.0,0.0
3,51,105,total,0.0,0.0
3,51,106,total,0.0,0.0
3,51,107,total,0.0,0.0
3,51,108,total,0.0,0.0
3,51,109,total,0.0,0.0
3,51,110,total,0.0,0.0
