cell,group in,group out,nuclide,mean,std. dev.
2,2,6,total,0.0,0.0
2,2,7,total,0.0,0.0
2,2,8,total,0.0,0.0
2,2,9,total,0.0,0.0
2,2,10,total,0.0,0.0
2,2,11,total,0.0,0.0
2,2,12,total,0.0,0.0
2,2,13,total,0.0,0.0
2,2,14,total,0.0,0.0
2,2,15,total,0.0,0.0
2,2,16,total,0.0,0.0
2,2,17,total,0.0,0.0
2,2,18,total,0.0,0.0
2,2,19,total,0.0,0.0
2,2,20,total,0.0,0.0
2,2,21,total,0.0,0.0
2,2,22,total,0.0,0.0
2,2,23,total,0.0,0.0
2,2,24,total,0.0,0.0
2,2,25,total,0.0,0.0
2,2,26,total,0.0,0.0
2,2,27,total,0.0,0.0
2,2,28,total,0.0,0.0
2,2,29,total,0.0,0.0
2,2,30,total,0.0,0.0
2,2,31,total,0.0,0.0
2,2,32,total,0.0,0.0
2,2,33,total,0.0,0.0
2,2,34,total,0.0,0.0
2,2,35,total,0.0,0.0
2,2,36,total,0.0,0.0
2,2,37,total,0.0,0.0
2,2,38,total,0.0,0.0
2,2,39,total,0.0,0.0
2,2,40,total,0.0,0.0
2,2,41,total,0.0,0.0
2,2,42,total,0.0,0.0
2,2,43,total,0.0,0.0
2,2,44,total,0.0,0.0
2,2,45,total,0.0,0.0
2,2,46,total,0.0,0.0
2,2,47,total,0.0,0.0
2,2,48,total,0.0,0.0
2,2,49,total,0.0,0.0
2,2,50,total,0.0,0.0
2,2,51,total,0.0,0.0
2,2,52,total,0.0,0.0
2,2,53,total,0.0,0.0
2,2,54,total,0.0,0.0
2,2,55,total,0.0,0.0
2,2,56,total,0.0,0.0
2,2,57,total,0.0,0.0
2,2,58,total,0.0,0.0
2,2,59,total,0.0,0.0
2,2,60,total,0.0,0.0
2,2,61,total,0.0,0.0
2,2,62,total,0.0,0.0
2,2,63,total,0.0,0.0
2,2,64,total,0.0,0.0
2,2,65,total,0.0,0.0
2,2,66,total,0.0,0.0
2,2,67,total,0.0,0.0
2,2,68,total,0.0,0.0
2,2,69,total,0.0,0.0
2,2,70,total,0.0,0.0
2,2,71,total,0.0,0.0
2,2,72,total,0.0,0.0
2,2,73,total,0.0,0.0
2,2,74,total,0.0,0.0
2,2,75,total,0.0,0.0
2,2,76,total,0.0,0.0
2,2,77,total,0.0,0.0
2,2,78,total,0.0,0.0
2,2,79,total,0.0,0.0
2,2,80,total,0.0,0.0
2,2,81,total,0.0,0.0
2,2,82,total,0.0,0.0
2,2,83,total,0.0,0.0
2,2,84,total,0.0,0.0
2,2,85,total,0.0,0.0
2,2,86,total,0.0,0.0
2,2,87,total,0.0,0.0
2,2,88,total,0.0,0.0
2,2,89,total,0.0,0.0
2,2,90,total,0.0,0.0
2,2,91,total,0.0,0.0
2,2,92,total,0.0,0.0
2,2,93,total,0.0,0.0
2,2,94,total,0.0,0.0
2,2,95,total,0.0,0.0
2,2,96,total,0.0,0.0
2,2,97,total,0.0,0.0
2,2,98,total,0.0,0.0
2,2,99,total,0.0,0.0
2,2,100,total,0.0,0.0
2,2,101,total,0.0,0.0
2,2,102,total,0.0,0.0
2,2,103,total,0.0,0.0
2,2,104,total,0.0,0.0
2,2,105,total,0.0,0.0
2,2,106,total,0.0,0.0
2,2,107,total,0.0,0.0
2,2,108,total,0.0,0.0
2,2,109,total,0.0,0.0
2,2,110,total,0.0,0.0
2,2,111,total,0.0,0.0
2,2,112,total,0.0,0.0
2,2,113,total,0.0,0.0
2,2,114,total,0.0,0.0
2,2,115,total,0.0,0.0
2,2,116,total,0.0,0.0
2,2,117,total,0.0,0.0
2,2,118,total,0.0,0.0
2,2,119,total,0.0,0.0
2,2,120,total,0.0,0.0
2,2,122,total,0.0,0.0
2,2,122,total,0.0,0.0
2,2,123,total,0.0,0.0
2,2,125,total,0.0,0.0
2,2,125,total,0.0,0.0
2,2,126,total,0.0,0.0
2,2,127,total,0.0,0.0
2,2,128,total,0.0,0.0
2,2,129,total,0.0,0.0
2,2,131,total,0.0,0.0
2,2,131,total,0.0,0.0
2,2,133,total,0.0,0.0
2,2,133,total,0.0,0.0
2,2,134,total,0.0,0.0
2,2,135,total,0.0,0.0
2,2,136,total,0.0,0.0
2,2,137,total,0.0,0.0
2,2,138,total,0.0,0.0
2,2,139,total,0.0,0.0
2,2,141,total,0.0,0.0
2,2,141,total,0.0,0.0
2,2,142,total,0.0,0.0
2,2,144,total,0.0,0.0
2,2,144,total,0.0,0.0
2,2,145,total,0.0,0.0
2,2,146,total,0.0,0.0
2,2,147,total,0.0,0.0
2,2,148,total,0.0,0.0
2,2,150,total,0.0,0.0
2,2,150,total,0.0,0.0
2,2,151,total,0.0,0.0
2,2,153,total,0.0,0.0
2,2,153,total,0.0,0.0
2,2,154,total,0.0,0.0
2,2,156,total,0.0,0.0
2,2,156,total,0.0,0.0
2,2,158,total,0.0,0.0
2,2,159,total,0.0,0.0
2,2,160,total,0.0,0.0
2,2,161,total,0.0,0.0
2,2,162,total,0.0,0.0
2,2,163,total,0.0,0.0
2,2,164,total,0.0,0.0
2,2,165,total,0.0,0.0
2,2,166,total,0.0,0.0
2,2,167,total,0.0,0.0
2,2,168,total,0.0,0.0
2,2,169,total,0.0,0.0
2,2,170,total,0.0,0.0
2,2,171,total,0.0,0.0
2,2,172,total,0.0,0.0
2,2,172,total,0.0,0.0
2,3,1,total,0.0,0.0
2,3,2,total,0.0,0.0
2,3,3,total,0.0,0.0
2,3,4,total,0.0,0.0
2,3,5,total,0.0,0.0
2,3,6,total,0.0,0.0
2,3,7,total,0.0,0.0
2,3,8,total,0.0,0.0
2,3,9,total,0.0,0.0
2,3,10,total,0.0,0.0
2,3,11,total,0.0,0.0
2,3,12,total,0.0,0.0
2,3,13,total,0.0,0.0
2,3,14,total,0.0,0.0
2,3,15,total,0.0,0.0
2,3,16,total,0.0,0.0
2,3,17,total,0.0,0.0
2,3,18,total,0.0,0.0
2,3,19,total,0.0,0.0
2,3,20,total,0.0,0.0
2,3,21,total,0.0,0.0
2,3,22,total,0.0,0.0
2,3,23,total,0.0,0.0
2,3,24,total,0.0,0.0
2,3,25,total,0.0,0.0
2,3,26,total,0.0,0.0
2,3,27,total,0.0,0.0
2,3,28,total,0.0,0.0
2,3,29,total,0.0,0.0
2,3,30,total,0.0,0.0
2,3,31,total,0.0,0.0
2,3,32,total,0.0,0.0
2,3,33,total,0.0,0.0
2,3,34,total,0.0,0.0
2,3,35,total,0.0,0.0
2,3,36,total,0.0,0.0
2,3,37,total,0.0,0.0
2,3,38,total,0.0,0.0
2,3,39,total,0.0,0.0
2,3,40,total,0.0,0.0
2,3,41,total,0.0,0.0
2,3,42,total,0.0,0.0
2,3,43,total,0.0,0.0
2,3,44,total,0.0,0.0
2,3,45,total,0.0,0.0
2,3,46,total,0.0,0.0
2,3,47,total,0.0,0.0
2,3,48,total,0.0,0.0
2,3,49,total,0.0,0.0
2,3,50,total,0.0,0.0
2,3,51,total,0.0,0.0
2,3,52,total,0.0,0.0
2,3,53,total,0.0,0.0
2,3,54,total,0.0,0.0
2,3,55,total,0.0,0.0
2,3,56,total,0.0,0.0
2,3,57,total,0.0,0.0
2,3,58,total,0.0,0.0
2,3,59,total,0.0,0.0
2,3,60,total,0.0,0.0
2,3,61,total,0.0,0.0
2,3,62,total,0.0,0.0
2,3,63,total,0.0,0.0
2,3,64,total,0.0,0.0
2,3,65,total,0.0,0.0
2,3,66,total,0.0,0.0
2,3,67,total,0.0,0.0
2,3,68,total,0.0,0.0
2,3,69,total,0.0,0.0
2,3,70,total,0.0,0.0
2,3,71,total,0.0,0.0
2,3,72,total,0.0,0.0
2,3,73,total,0.0,0.0
2,3,74,total,0.0,0.0
2,3,75,total,0.0,0.0
2,3,76,total,0.0,0.0
2,3,77,total,0.0,0.0
2,3,78,total,0.0,0.0
2,3,79,total,0.0,0.0
2,3,80,total,0.0,0.0
2,3,81,total,0.0,0.0
2,3,82,total,0.0,0.0
2,3,83,total,0.0,0.0
2,3,84,total,0.0,0.0
2,3,85,total,0.0,0.0
2,3,86,total,0.0,0.0
2,3,87,total,0.0,0.0
2,3,88,total,0.0,0.0
2,3,89,total,0.0,0.0
2,3,90,total,0.0,0.0
2,3,91,total,0.0,0.0
2,3,92,total,0.0,0.0
2,3,93,total,0.0,0.0
2,3,94,total,0.0,0.0
2,3,95,total,0.0,0.0
2,3,96,total,0.0,0.0
2,3,97,total,0.0,0.0
2,3,98,total,0.0,0.0
2,3,99,total,0.0,0.0
2,3,100,total,0.0,0.0
2,3,101,total,0.0,0.0
2,3,102,total,0.0,0.0
2,3,103,total,0.0,0.0
2,3,104,total,0.0,0.0
2,3,105,total,0.0,0.0
2,3,106,total,0.0,0.0
2,3,107,total,0.0,0.0
2,3,108,total,0.0,0.0
2,3,109,total,0.0,0.0
2,3,110,total,0.0,0.0
2,3,111,total,0.0,0.0
2,3,112,total,0.0,0.0
2,3,113,total,0.0,0.0
2,3,114,total,0.0,0.0
2,3,115,total,0.0,0.0
2,3,116,total,0.0,0.0
2,3,117,total,0.0,0.0
2,3,118,total,0.0,0.0
2,3,119,total,0.0,0.0
2,3,120,total,0.0,0.0
2,3,122,total,0.0,0.0
2,3,122,total,0.0,0.0
2,3,123,total,0.0,0.0
2,3,125,total,0.0,0.0
2,3,125,total,0.0,0.0
2,3,126,total,0.0,0.0
2,3,127,total,0.0,0.0
2,3,128,total,0.0,0.0
2,3,129,total,0.0,0.0
2,3,131,total,0.0,0.0
2,3,131,total,0.0,0.0
2,3,133,total,0.0,0.0
2,3,133,total,0.0,0.0
2,3,134,total,0.0,0.0
2,3,135,total,0.0,0.0
2,3,136,total,0.0,0.0
2,3,137,total,0.0,0.0
2,3,138,total,0.0,0.0
2,3,139,total,0.0,0.0
2,3,141,total,0.0,0.0
2,3,141,total,0.0,0.0
2,3,142,total,0.0,0.0
2,3,144,total,0.0,0.0
2,3,144,total,0.0,0.0
2,3,145,total,0.0,0.0
2,3,146,total,0.0,0.0
2,3,147,total,0.0,0.0
2,3,148,total,0.0,0.0
2,3,150,total,0.0,0.0
2,3,150,total,0.0,0.0
2,3,151,total,0.0,0.0
2,3,153,total,0.0,0.0
2,3,153,total,0.0,0.0
2,3,154,total,0.0,0.0
2,3,156,total,0.0,0.0
2,3,156,total,0.0,0.0
2,3,158,total,0.0,0.0
2,3,159,total,0.0,0.0
2,3,160,total,0.0,0.0
2,3,161,total,0.0,0.0
2,3,162,total,0.0,0.0
2,3,163,total,0.0,0.0
2,3,164,total,0.0,0.0
2,3,165,total,0.0,0.0
2,3,166,total,0.0,0.0
2,3,167,total,0.0,0.0
2,3,168,total,0.0,0.0
2,3,169,total,0.0,0.0
2,3,170,total,0.0,0.0
2,3,171,total,0.0,0.0
2,3,172,total,0.0,0.0
2,3,172,total,0.0,0.0
2,4,1,total,0.0,0.0
2,4,2,total,0.0,0.0
2,4,3,total,0.0,0.0
2,4,4,total,0.0,0.0
2,4,5,total,0.0,0.0
2,4,6,total,0.0,0.0
2,4,7,total,0.0,0.0
2,4,8,total,0.0,0.0
2,4,9,total,0.0,0.0
2,4,10,total,0.0,0.0
2,4,11,total,0.0,0.0
2,4,12,total,0.0,0.0
2,4,13,total,0.0,0.0
2,4,14,total,0.0,0.0
2,4,15,total,0.0,0.0
2,4,16,total,0.0,0.0
2,4,17,total,0.0,0.0
2,4,18,total,0.0,0.0
2,4,19,total,0.0,0.0
2,4,20,total,0.0,0.0
2,4,21,total,0.0,0.0
2,4,22,total,0.0,0.0
2,4,23,total,0.0,0.0
2,4,24,total,0.0,0.0
2,4,25,total,0.0,0.0
2,4,26,total,0.0,0.0
2,4,27,total,0.0,0.0
2,4,28,total,0.0,0.0
2,4,29,total,0.0,0.0
2,4,30,total,0.0,0.0
2,4,31,total,0.0,0.0
2,4,32,total,0.0,0.0
2,4,33,total,0.0,0.0
2,4,34,total,0.0,0.0
2,4,35,total,0.0,0.0
2,4,36,total,0.0,0.0
2,4,37,total,0.0,0.0
2,4,38,total,0.0,0.0
2,4,39,total,0.0,0.0
2,4,40,total,0.0,0.0
2,4,41,total,0.0,0.0
2,4,42,total,0.0,0.0
2,4,43,total,0.0,0.0
2,4,44,total,0.0,0.0
2,4,45,total,0.0,0.0
2,4,46,total,0.0,0.0
2,4,47,total,0.0,0.0
2,4,48,total,0.0,0.0
2,4,49,total,0.0,0.0
2,4,50,total,0.0,0.0
2,4,51,total,0.0,0.0
2,4,52,total,0.0,0.0
2,4,53,total,0.0,0.0
2,4,54,total,0.0,0.0
2,4,55,total,0.0,0.0
2,4,56,total,0.0,0.0
2,4,57,total,0.0,0.0
2,4,58,total,0.0,0.0
2,4,59,total,0.0,0.0
2,4,60,total,0.0,0.0
2,4,61,total,0.0,0.0
2,4,62,total,0.0,0.0
2,4,63,total,0.0,0.0
2,4,64,total,0.0,0.0
2,4,65,total,0.0,0.0
2,4,66,total,0.0,0.0
2,4,67,total,0.0,0.0
2,4,68,total,0.0,0.0
2,4,69,total,0.0,0.0
2,4,70,total,0.0,0.0
2,4,71,total,0.0,0.0
2,4,72,total,0.0,0.0
2,4,73,total,0.0,0.0
2,4,74,total,0.0,0.0
2,4,75,total,0.0,0.0
2,4,76,total,0.0,0.0
2,4,77,total,0.0,0.0
2,4,78,total,0.0,0.0
2,4,79,total,0.0,0.0
2,4,80,total,0.0,0.0
2,4,81,total,0.0,0.0
2,4,82,total,0.0,0.0
2,4,83,total,0.0,0.0
2,4,84,total,0.0,0.0
2,4,85,total,0.0,0.0
2,4,86,total,0.0,0.0
2,4,87,total,0.0,0.0
2,4,88,total,0.0,0.0
2,4,89,total,0.0,0.0
2,4,90,total,0.0,0.0
2,4,91,total,0.0,0.0
2,4,92,total,0.0,0.0
2,4,93,total,0.0,0.0
2,4,94,total,0.0,0.0
2,4,95,total,0.0,0.0
2,4,96,total,0.0,0.0
2,4,97,total,0.0,0.0
2,4,98,total,0.0,0.0
2,4,99,total,0.0,0.0
2,4,100,total,0.0,0.0
2,4,101,total,0.0,0.0
2,4,102,total,0.0,0.0
2,4,103,total,0.0,0.0
2,4,104,total,0.0,0.0
2,4,105,total,0.0,0.0
2,4,106,total,0.0,0.0
2,4,107,total,0.0,0.0
2,4,108,total,0.0,0.0
2,4,109,total,0.0,0.0
2,4,110,total,0.0,0.0
2,4,111,total,0.0,0.0
2,4,112,total,0.0,0.0
2,4,113,total,0.0,0.0
2,4,114,total,0.0,0.0
2,4,115,total,0.0,0.0
2,4,116,total,0.0,0.0
2,4,117,total,0.0,0.0
2,4,118,total,0.0,0.0
2,4,119,total,0.0,0.0
2,4,120,total,0.0,0.0
2,4,122,total,0.0,0.0
2,4,122,total,0.0,0.0
2,4,123,total,0.0,0.0
2,4,125,total,0.0,0.0
2,4,125,total,0.0,0.0
2,4,126,total,0.0,0.0
2,4,127,total,0.0,0.0
2,4,128,total,0.0,0.0
2,4,129,total,0.0,0.0
2,4,131,total,0.0,0.0
2,4,131,total,0.0,0.0
2,4,133,total,0.0,0.0
2,4,133,total,0.0,0.0
2,4,134,total,0.0,0.0
2,4,135,total,0.0,0.0
2,4,136,total,0.0,0.0
2,4,137,total,0.0,0.0
2,4,138,total,0.0,0.0
2,4,139,total,0.0,0.0
2,4,141,total,0.0,0.0
2,4,141,total,0.0,0.0
2,4,142,total,0.0,0.0
2,4,144,total,0.0,0.0
2,4,144,total,0.0,0.0
2,4,145,total,0.0,0.0
2,4,146,total,0.0,0.0
2,4,147,total,0.0,0.0
2,4,148,total,0.0,0.0
2,4,150,total,0.0,0.0
2,4,150,total,0.0,0.0
2,4,151,total,0.0,0.0
2,4,153,total,0.0,0.0
2,4,153,total,0.0,0.0
2,4,154,total,0.0,0.0
2,4,156,total,0.0,0.0
2,4,156,total,0.0,0.0
2,4,158,total,0.0,0.0
2,4,159,total,0.0,0.0
2,4,160,total,0.0,0.0
2,4,161,total,0.0,0.0
2,4,162,total,0.0,0.0
2,4,163,total,0.0,0.0
2,4,164,total,0.0,0.0
2,4,165,total,0.0,0.0
2,4,166,total,0.0,0.0
2,4,167,total,0.0,0.0
2,4,168,total,0.0,0.0
2,4,169,total,0.0,0.0
2,4,170,total,0.0,0.0
2,4,171,total,0.0,0.0
2,4,172,total,0.0,0.0
2,4,172,total,0.0,0.0
2,5,1,total,0.0,0.0
2,5,2,total,0.0,0.0
2,5,3,total,0.0,0.0
2,5,4,total,0.0,0.0
2,5,5,total,0.0,0.0
2,5,6,total,0.0,0.0
2,5,7,total,0.0,0.0
2,5,8,total,0.0,0.0
2,5,9,total,0.0,0.0
2,5,10,total,0.0,0.0
2,5,11,total,0.0,0.0
2,5,12,total,0.0,0.0
2,5,13,total,0.0,0.0
2,5,14,total,0.0,0.0
2,5,15,total,0.0,0.0
2,5,16,total,0.0,0.0
2,5,17,total,0.0,0.0
2,5,18,total,0.0,0.0
2,5,19,total,0.0,0.0
2,5,20,total,0.0,0.0
2,5,21,total,0.0,0.0
2,5,22,total,0.0,0.0
2,5,23,total,0.0,0.0
2,5,24,total,0.0,0.0
2,5,25,total,0.0,0.0
2,5,26,total,0.0,0.0
2,5,27,total,0.0,0.0
2,5,28,total,0.0,0.0
2,5,29,total,0.0,0.0
2,5,30,total,0.0,0.0
2,5,31,total,0.0,0.0
2,5,32,total,0.0,0.0
2,5,33,total,0.0,0.0
2,5,34,total,0.0,0.0
2,5,35,total,0.0,0.0
2,5,36,total,0.0,0.0
2,5,37,total,0.0,0.0
2,5,38,total,0.0,0.0
2,5,39,total,0.0,0.0
2,5,40,total,0.0,0.0
2,5,41,total,0.0,0.0
2,5,42,total,0.0,0.0
2,5,43,total,0.0,0.0
2,5,44,total,0.0,0.0
2,5,45,total,0.0,0.0
2,5,46,total,0.0,0.0
2,5,47,total,0.0,0.0
2,5,48,total,0.0,0.0
2,5,49,total,0.0,0.0
2,5,50,total,0.0,0.0
2,5,51,total,0.0,0.0
2,5,52,total,0.0,0.0
2,5,53,total,0.0,0.0
2,5,54,total,0.0,0.0
2,5,55,total,0.0,0.0
2,5,56,total,0.0,0.0
2,5,57,total,0.0,0.0
2,5,58,total,0.0,0.0
2,5,59,total,0.0,0.0
2,5,60,total,0.0,0.0
2,5,61,total,0.0,0.0
2,5,62,total,0.0,0.0
2,5,63,total,0.0,0.0
2,5,64,total,0.0,0.0
2,5,65,total,0.0,0.0
2,5,66,total,0.0,0.0
2,5,67,total,0.0,0.0
2,5,68,total,0.0,0.0
2,5,69,total,0.0,0.0
2,5,70,total,0.0,0.0
2,5,71,total,0.0,0.0
2,5,72,total,0.0,0.0
2,5,73,total,0.0,0.0
2,5,74,total,0.0,0.0
2,5,75,total,0.0,0.0
2,5,76,total,0.0,0.0
2,5,77,total,0.0,0.0
2,5,78,total,0.0,0.0
2,5,79,total,0.0,0.0
2,5,80,total,0.0,0.0
2,5,81,total,0.0,0.0
2,5,82,total,0.0,0.0
2,5,83,total,0.0,0.0
2,5,84,total,0.0,0.0
2,5,85,total,0.0,0.0
2,5,86,total,0.0,0.0
2,5,87,total,0.0,0.0
2,5,88,total,0.0,0.0
2,5,89,total,0.0,0.0
2,5,90,total,0.0,0.0
2,5,91,total,0.0,0.0
2,5,92,total,0.0,0.0
2,5,93,total,0.0,0.0
2,5,94,total,0.0,0.0
2,5,95,total,0.0,0.0
2,5,96,total,0.0,0.0
2,5,97,total,0.0,0.0
2,5,98,total,0.0,0.0
2,5,99,total,0.0,0.0
2,5,100,total,0.0,0.0
2,5,101,total,0.0,0.0
2,5,102,total,0.0,0.0
2,5,103,total,0.0,0.0
2,5,104,total,0.0,0.0
2,5,105,total,0.0,0.0
2,5,106,total,0.0,0.0
2,5,107,total,0.0,0.0
2,5,108,total,0.0,0.0
2,5,109,total,0.0,0.0
2,5,110,total,0.0,0.0
2,5,111,total,0.0,0.0
2,5,112,total,0.0,0.0
2,5,113,total,0.0,0.0
2,5,114,total,0.0,0.0
2,5,115,total,0.0,0.0
2,5,116,total,0.0,0.0
2,5,117,total,0.0,0.0
2,5,118,total,0.0,0.0
2,5,119,total,0.0,0.0
2,5,120,total,0.0,0.0
2,5,122,total,0.0,0.0
2,5,122,total,0.0,0.0
2,5,123,total,0.0,0.0
2,5,125,total,0.0,0.0
2,5,125,total,0.0,0.0
2,5,126,total,0.0,0.0
2,5,127,total,0.0,0.0
2,5,128,total,0.0,0.0
2,5,129,total,0.0,0.0
2,5,131,total,0.0,0.0
2,5,131,total,0.0,0.0
2,5,133,total,0.0,0.0
2,5,133,total,0.0,0.0
2,5,134,total,0.0,0.0
2,5,135,total,0.0,0.0
2,5,136,total,0.0,0.0
2,5,137,total,0.0,0.0
2,5,138,total,0.0,0.0
2,5,139,total,0.0,0.0
2,5,141,total,0.0,0.0
2,5,141,total,0.0,0.0
2,5,142,total,0.0,0.0
2,5,144,total,0.0,0.0
2,5,144,total,0.0,0.0
2,5,145,total,0.0,0.0
2,5,146,total,0.0,0.0
2,5,147,total,0.0,0.0
2,5,148,total,0.0,0.0
2,5,150,total,0.0,0.0
2,5,150,total,0.0,0.0
2,5,151,total,0.0,0.0
2,5,153,total,0.0,0.0
2,5,153,total,0.0,0.0
2,5,154,total,0.0,0.0
2,5,156,total,0.0,0.0
2,5,156,total,0.0,0.0
2,5,158,total,0.0,0.0
2,5,159,total,0.0,0.0
2,5,160,total,0.0,0.0
2,5,161,total,0.0,0.0
2,5,162,total,0.0,0.0
2,5,163,total,0.0,0.0
2,5,164,total,0.0,0.0
2,5,165,total,0.0,0.0
2,5,166,total,0.0,0.0
2,5,167,total,0.0,0.0
2,5,168,total,0.0,0.0
2,5,169,total,0.0,0.0
2,5,170,total,0.0,0.0
2,5,171,total,0.0,0.0
2,5,172,total,0.0,0.0
2,5,172,total,0.0,0.0
2,6,1,total,0.0,0.0
2,6,2,total,0.0,0.0
2,6,3,total,0.0,0.0
2,6,4,total,0.0,0.0
2,6,5,total,0.0,0.0
2,6,6,total,0.0,0.0
2,6,7,total,0.0,0.0
2,6,8,total,0.0,0.0
2,6,9,total,0.0,0.0
2,6,10,total,0.0,0.0
2,6,11,total,0.0,0.0
2,6,12,total,0.0,0.0
